id,name,region,level,effect,group,calorie,pair,place,time,grouptime,instrument,tip,gifname,,,,,,,
a347,蹲跳,leg,SS,losefat,10,2,no,home.office.gym.outside,2,20,no,跳起呼气，下蹲吸气，下蹲时减慢速度,a65,,,,,,,
a348,仰卧腿开合,leg,SS,strongmuscle,15,3,no,home.gym,3,45,no,臀部贴地，大腿抬起至与地面垂直，膝盖微屈，双手放于身体两侧，双腿张开至最大幅度，腿内侧发力夹腿,a328,,,,,,,
a349,点地左侧单腿硬拉,leg,SS,strongmuscle,10,3,a330,home.office.gym.outside,3.7,37,no,身体保持直立，微收腹，左手叉腰，右手放松自然下垂，手指伸直，重心移到左侧，左腿在前，右腿在后踮脚做支撑，左腿屈膝，膝盖不能超过脚尖，挺直背部，俯身向下趴，臀部向后推，至躯干与地面近似平行位置，臀部发力，挺胯起身至还原位置，动作全程保持腰背挺直,a329,,,,,,,
a350,点地右侧单腿硬拉,leg,SS,strongmuscle,10,3,a329,home.office.gym.outside,4,40,no,身体保持直立，微收腹，右手叉腰，左手放松自然下垂，手指伸直，重心移到右侧，右腿在前，左腿在后踮脚做支撑，右腿屈膝，膝盖不能超过脚尖，挺直背部，俯身向下趴，臀部向后推，至躯干与地面近似平行位置，臀部发力，挺胯起身至还原位置，动作全程保持腰背挺直,a330,,,,,,,
a351,提膝击掌,leg,SS,strongmuscle,7,4,no,home.office.gym.outside,4,28,no,左右交替跳跃提膝的同时双手在大腿下侧击掌，上半身挺直，不能弯腰击掌,a331,,,,,,,
a352,臀部动态拉伸,leg,SS,strongmuscle,10,2,no,home.office.gym.outside,7,70,no,双手用力抱紧膝盖紧贴腹部上提，提膝同时踮起脚尖,a289,,,,,,,
a353,左侧弓步提膝,leg,SS,strongmuscle,15,3,a334,home.office.gym.outside,2.9,43.5,no,弓步姿势时，上身与后腿呈一条直线，双手叉腰，起身同时提膝，动作尽可能稳定、流畅，弓步时骨盆不可歪向一侧，骨盆、上身始终正对前方,a333,,,,,,,
a354,右侧弓步提膝,leg,SS,strongmuscle,15,3,a333,home.office.gym.outside,2.6,39,no,弓步姿势时，上身与后腿呈一条直线，双手叉腰，起身同时提膝，动作尽可能稳定、流畅，弓步时骨盆不可歪向一侧，骨盆、上身始终正对前方,a334,,,,,,,
a355,跪姿左侧后踢腿,leg,SS,strongmuscle,4,4,a336,home.gym,9.4,37.6,yogamat,俯卧在瑜伽垫上，双手撑地；右膝着地，左膝弯曲离地，左腿尽力向后方上侧伸展，直到伸直，踢腿的同时收腹，想象身后有一个人，用腿把人蹬出去,a335,,,,,,,
a356,跪姿右侧后踢腿,leg,SS,strongmuscle,3,4,a335,home.gym,12,36,yogamat,俯卧在瑜伽垫上，双手撑地；左膝着地，右膝弯曲离地，右腿尽力向后方上侧伸展，直到伸直，踢腿的同时收腹，想象身后有一个人，用腿把人蹬出去,a336,,,,,,,
a357,小腿拉伸,leg,SS,streching,4,4,no,home.gym,5.5,22,yogamat,脚跟着地，挺直背部，打开肩胛骨，头部与脊柱方向一致，臀部顶在最上方，若做不到标准，尽力即可,a290,,,,,,,
a358,左腿前侧拉伸,leg,SS,streching,16,1,a339,home.office.gym.outside,1.5,24,no,自然站立，勾起左脚，左手握住左脚脚踝，收紧腹部，左手发力向上拉，髋部前顶，直至左侧大腿前侧有明显牵拉感，保持住,a338,,,,,,,
a359,右腿前侧拉伸,leg,SS,streching,16,1,a338,home.office.gym.outside,1.5,24,no,自然站立，勾起右脚，右手握住右脚脚踝，收紧腹部，右手发力向上拉，髋部前顶，直至右侧大腿前侧有明显牵拉感，保持住,a339,,,,,,,
a360,左腿内侧拉伸,leg,SS,streching,20,1,a341,home.office.gym.outside,1.5,30,no,双脚约两倍肩宽，脚尖朝向斜前方，重心放在右腿上，下蹲至左腿完全伸直，右脚全脚掌着地，左脚脚跟着地，腰背挺直，用身体下压的重力拉伸大腿内侧,a340,,,,,,,
a361,右腿内侧拉伸,leg,SS,streching,20,1,a340,home.office.gym.outside,1.5,30,no,双脚约两倍肩宽，脚尖朝向斜前方，重心放在左腿上，下蹲至右腿完全伸直，左脚全脚掌着地，右脚脚跟着地，腰背挺直，用身体下压的重力拉伸大腿内侧,a341,,,,,,,
a362,坐姿左腿拉伸,leg,SS,streching,15,3,a343,home.office.gym.outside,2.2,33,no,坐在椅子边缘，左腿伸直，右腿屈曲，腰背挺直，向前俯身，双手触摸左腿，感受左腿后侧的牵拉感，脚尖处于自然姿势，无需刻意勾起或绷直,a342,,,,,,,
a363,坐姿右腿拉伸,leg,SS,streching,15,3,a342,home.office.gym.outside,2.4,36,no,坐在椅子边缘，右腿伸直，左腿屈曲，腰背挺直，向前俯身，双手触摸左腿，感受右腿后侧的牵拉感，脚尖处于自然姿势，无需刻意勾起或绷直,a343,,,,,,,
a364,向前交替箭步蹲,leg,SSS,warmup,10,2,no,home.office.gym.outside,7.5,75,no,双脚并拢，收紧腹部核心上半身挺直，双腿交替向前迈，下蹲至前侧大腿与身体呈90°角，前侧大腿与小腿呈90°角，膝盖不要着地，下蹲时吸气，站起时呼气,a59,,,,,,,
a365,髋关节环绕,leg,SSS,warmup,7,1,no,home.office.gym.outside,9,63,no,自然站立，双手叉腰，双脚微微分开，将一侧腿抬起，外展，再落回站立位；略作停顿后做另一侧腿的外展，第二个循环时将一侧腿保持外展的状态下抬起，内收，再落回站立位；略作停顿后做另一侧腿的内收,a325,,,,,,,
a366,缓冲深蹲,leg,SSS,losefat,10,2,no,home.office.gym.outside,2.5,25,no,跳起呼气，下蹲吸气，下蹲时减慢速度,a64,,,,,,,
a367,蹲跳,leg,SSS,losefat,10,2,no,home.office.gym.outside,2,20,no,跳起呼气，下蹲吸气，下蹲时减慢速度,a65,,,,,,,
a368,仰卧腿开合,leg,SSS,strongmuscle,15,3,no,home.gym,3,45,no,臀部贴地，大腿抬起至与地面垂直，膝盖微屈，双手放于身体两侧，双腿张开至最大幅度，腿内侧发力夹腿,a328,,,,,,,
a369,点地左侧单腿硬拉,leg,SSS,strongmuscle,10,3,a330,home.office.gym.outside,3.7,37,no,身体保持直立，微收腹，左手叉腰，右手放松自然下垂，手指伸直，重心移到左侧，左腿在前，右腿在后踮脚做支撑，左腿屈膝，膝盖不能超过脚尖，挺直背部，俯身向下趴，臀部向后推，至躯干与地面近似平行位置，臀部发力，挺胯起身至还原位置，动作全程保持腰背挺直,a329,,,,,,,
a370,点地右侧单腿硬拉,leg,SSS,strongmuscle,10,3,a329,home.office.gym.outside,4,40,no,身体保持直立，微收腹，右手叉腰，左手放松自然下垂，手指伸直，重心移到右侧，右腿在前，左腿在后踮脚做支撑，右腿屈膝，膝盖不能超过脚尖，挺直背部，俯身向下趴，臀部向后推，至躯干与地面近似平行位置，臀部发力，挺胯起身至还原位置，动作全程保持腰背挺直,a330,,,,,,,
a371,提膝击掌,leg,SSS,strongmuscle,7,4,no,home.office.gym.outside,4,28,no,左右交替跳跃提膝的同时双手在大腿下侧击掌，上半身挺直，不能弯腰击掌,a331,,,,,,,
a372,臀部动态拉伸,leg,SSS,strongmuscle,10,2,no,home.office.gym.outside,7,70,no,双手用力抱紧膝盖紧贴腹部上提，提膝同时踮起脚尖,a289,,,,,,,
a373,左侧弓步提膝,leg,SSS,strongmuscle,15,3,a334,home.office.gym.outside,2.9,43.5,no,弓步姿势时，上身与后腿呈一条直线，双手叉腰，起身同时提膝，动作尽可能稳定、流畅，弓步时骨盆不可歪向一侧，骨盆、上身始终正对前方,a333,,,,,,,
a374,右侧弓步提膝,leg,SSS,strongmuscle,15,3,a333,home.office.gym.outside,2.6,39,no,弓步姿势时，上身与后腿呈一条直线，双手叉腰，起身同时提膝，动作尽可能稳定、流畅，弓步时骨盆不可歪向一侧，骨盆、上身始终正对前方,a334,,,,,,,
a375,跪姿左侧后踢腿,leg,SSS,strongmuscle,4,4,a336,home.gym,9.4,37.6,yogamat,俯卧在瑜伽垫上，双手撑地；右膝着地，左膝弯曲离地，左腿尽力向后方上侧伸展，直到伸直，踢腿的同时收腹，想象身后有一个人，用腿把人蹬出去,a335,,,,,,,
a376,跪姿右侧后踢腿,leg,SSS,strongmuscle,3,4,a335,home.gym,12,36,yogamat,俯卧在瑜伽垫上，双手撑地；左膝着地，右膝弯曲离地，右腿尽力向后方上侧伸展，直到伸直，踢腿的同时收腹，想象身后有一个人，用腿把人蹬出去,a336,,,,,,,
a377,小腿拉伸,leg,SSS,streching,4,4,no,home.gym,5.5,22,yogamat,脚跟着地，挺直背部，打开肩胛骨，头部与脊柱方向一致，臀部顶在最上方，若做不到标准，尽力即可,a290,,,,,,,
a378,左腿前侧拉伸,leg,SSS,streching,16,1,a339,home.office.gym.outside,1.5,24,no,自然站立，勾起左脚，左手握住左脚脚踝，收紧腹部，左手发力向上拉，髋部前顶，直至左侧大腿前侧有明显牵拉感，保持住,a338,,,,,,,
a379,右腿前侧拉伸,leg,SSS,streching,16,1,a338,home.office.gym.outside,1.5,24,no,自然站立，勾起右脚，右手握住右脚脚踝，收紧腹部，右手发力向上拉，髋部前顶，直至右侧大腿前侧有明显牵拉感，保持住,a339,,,,,,,
a380,左腿内侧拉伸,leg,SSS,streching,20,1,a341,home.office.gym.outside,1.5,30,no,双脚约两倍肩宽，脚尖朝向斜前方，重心放在右腿上，下蹲至左腿完全伸直，右脚全脚掌着地，左脚脚跟着地，腰背挺直，用身体下压的重力拉伸大腿内侧,a340,,,,,,,
a381,右腿内侧拉伸,leg,SSS,streching,20,1,a340,home.office.gym.outside,1.5,30,no,双脚约两倍肩宽，脚尖朝向斜前方，重心放在左腿上，下蹲至右腿完全伸直，左脚全脚掌着地，右脚脚跟着地，腰背挺直，用身体下压的重力拉伸大腿内侧,a341,,,,,,,
a382,坐姿左腿拉伸,leg,SSS,streching,15,3,a343,home.office.gym.outside,2.2,33,no,坐在椅子边缘，左腿伸直，右腿屈曲，腰背挺直，向前俯身，双手触摸左腿，感受左腿后侧的牵拉感，脚尖处于自然姿势，无需刻意勾起或绷直,a342,,,,,,,
a383,坐姿右腿拉伸,leg,SSS,streching,15,3,a342,home.office.gym.outside,2.4,36,no,坐在椅子边缘，右腿伸直，左腿屈曲，腰背挺直，向前俯身，双手触摸左腿，感受右腿后侧的牵拉感，脚尖处于自然姿势，无需刻意勾起或绷直,a343,,,,,,,
